client,deal,hour,accepted,refused
Veum @30,Diary #1355,15-04-17 14:55,12,0
Veum @30,Diary #1355,15-04-17 2:10,1,0
Funk and Shanahan @38,Quester #757,15-04-17 12:20,1,0
Funk and Shanahan @38,Viaver #250,15-04-17 11:30,1,0
Funk and Shanahan @38,Viaver #250,15-04-17 17:21,2,1
Funk and Shanahan @38,Viaver #250,15-04-17 19:06,13,1
Funk and Shanahan @38,Viaver #250,15-04-17 8:23,71,6
Funk and Shanahan @38,Viaver #250,15-04-17 16:10,6,1
Funk and Shanahan @38,Viaver #250,15-04-17 17:32,7,4
Funk and Shanahan @38,Viaver #250,15-04-16 21:23,32,4
Funk and Shanahan @38,Viaver #250,15-04-17 13:14,10,0
Funk and Shanahan @38,Viaver #250,15-04-17 14:02,1,0
Funk and Shanahan @38,Viaver #250,15-04-17 17:39,1,1
Funk and Shanahan @38,Viaver #250,15-04-17 15:04,2,0
Funk and Shanahan @38,Viaver #250,15-04-17 8:02,10,0
Funk and Shanahan @38,Viaver #250,15-04-17 1:13,0,2
Funk and Shanahan @38,Viaver #250,15-04-17 9:52,5,2
Funk and Shanahan @38,Viaver #250,15-04-17 12:58,68,4
Funk and Shanahan @38,Viaver #250,15-04-17 19:52,1,0
Funk and Shanahan @38,Viaver #250,15-04-17 17:56,10,0
Funk and Shanahan @38,Viaver #250,15-04-16 21:13,2,0
Funk and Shanahan @38,Viaver #250,15-04-17 1:44,37,1
Funk and Shanahan @38,Viaver #250,15-04-17 11:29,50,0
Funk and Shanahan @38,Viaver #250,15-04-17 20:14,0,1
Funk and Shanahan @38,Viaver #250,15-04-17 5:16,36,3
Funk and Shanahan @38,Viaver #250,15-04-17 2:55,1,0
Funk and Shanahan @38,Viaver #250,15-04-16 21:42,4,0
Funk and Shanahan @38,Viaver #250,15-04-17 15:42,5,0
Funk and Shanahan @38,Viaver #250,15-04-17 3:27,30,0
Funk and Shanahan @38,Viaver #250,15-04-17 2:18,36,3
Funk and Shanahan @38,Viaver #250,15-04-17 4:44,1,0
Funk and Shanahan @38,Viaver #250,15-04-17 3:49,15,0
Funk and Shanahan @38,Viaver #250,15-04-16 22:16,10,1
Funk and Shanahan @38,Viaver #250,15-04-17 15:28,1,0
Flyover @36,2Last #2768,15-04-16 23:23,1,0
Flyover @36,2Last #2768,15-04-17 7:51,0,0
Flyover @36,Woman #808,15-04-17 15:03,3,0
Flyover @36,Vouchers #126,15-04-17 4:27,0,0
Flyover @36,Vouchers #126,15-04-17 5:16,0,0
Flyover @36,Job #123,15-04-17 19:55,0,0
Veum @30,Hosp Plan #3487,15-04-17 8:12,5,1
Veum @30,Hosp Plan #3487,15-04-17 6:51,1,0
Veum @30,Cucaloo #2373,15-04-17 7:20,2,0
Veum @30,Cucaloo #2373,15-04-17 18:17,30,2
Veum @30,Cucaloo #2373,15-04-17 11:29,1,0
Veum @30,Cucaloo #2373,15-04-17 10:34,3,0
Veum @30,Cucaloo #2373,15-04-17 20:38,9,0
Veum @30,Cucaloo #2373,15-04-17 17:19,9,0
Veum @30,Cucaloo #2373,15-04-17 14:45,5,0
Veum @30,Diary #1355,15-04-16 22:28,2,0
Veum @30,Diary #1355,15-04-17 19:05,29,0
Veum @30,Diary #1355,15-04-16 23:30,1,0
Veum @30,Diary #1355,15-04-17 14:21,1,0
Veum @30,Diary #1355,15-04-17 3:27,7,0
Veum @30,Diary #1355,15-04-17 14:30,3,0
Veum @30,Diary #1355,15-04-16 22:13,8,0
Veum @30,Diary #1355,15-04-17 0:29,1,0
OneBridge @8,Mars Explorer #11,15-04-17 12:46,2,2
OneBridge @8,Mars Explorer #11,15-04-17 12:14,2,2
OneBridge @8,Mars Explorer #11,15-04-17 11:37,40,21
OneBridge @8,Mars Explorer #11,15-04-17 4:30,1,1
OneBridge @8,Mars Explorer #11,15-04-17 2:47,2,1
OneBridge @8,Mars Explorer #11,15-04-17 16:38,6,1
OneBridge @8,Mars Explorer #11,15-04-17 17:46,13,2
OneBridge @8,Mars Explorer #11,15-04-17 18:46,19,3
OneBridge @8,Mars Explorer #11,15-04-17 10:08,14,1
OneBridge @8,Mars Explorer #11,15-04-16 23:56,3,2
OneBridge @8,Mars Explorer #11,15-04-16 21:10,19,1
Medic Assistence @500,Doodleedoo +50 #3283,15-04-17 14:12,4,0
Medic Assistence @500,Doodleedoo +50 #3283,15-04-17 0:52,1,0
Medic Assistence @500,Doodleedoo +50 #3283,15-04-17 18:09,3,0
Funk and Shanahan @38,Viaver #250,15-04-16 21:42,1,0
Funk and Shanahan @38,Viaver #250,15-04-17 18:54,14,2
Funk and Shanahan @38,Viaver #250,15-04-17 19:34,2,1
Funk and Shanahan @38,Viaver #250,15-04-17 16:45,5,0
Funk and Shanahan @38,Viaver #250,15-04-17 18:29,9,1
Funk and Shanahan @38,Viaver #250,15-04-17 0:12,2,1
Funk and Shanahan @38,Viaver #250,15-04-17 7:40,2,0
Funk and Shanahan @38,Viaver #250,15-04-17 0:14,1,0
Funk and Shanahan @38,Viaver #250,15-04-17 16:17,1,0
Funk and Shanahan @38,Viaver #250,15-04-17 5:30,39,6
Funk and Shanahan @38,Viaver #250,15-04-17 10:30,7,0
Funk and Shanahan @38,Viaver #250,15-04-17 2:21,6,0
Funk and Shanahan @38,Viaver #250,15-04-17 6:12,55,4
Funk and Shanahan @38,Viaver #250,15-04-17 11:55,71,4
Funk and Shanahan @38,Viaver #250,15-04-17 16:34,4,0
Funk and Shanahan @38,Viaver #250,15-04-17 6:49,26,4
Funk and Shanahan @38,Viaver #250,15-04-17 12:01,4,0
Funk and Shanahan @38,Viaver #250,15-04-17 1:16,8,0
Funk and Shanahan @38,Viaver #250,15-04-17 16:03,2,0
Veum @30,Hosp Plan #3487,15-04-16 23:16,2,0
Veum @30,Cucaloo #2373,15-04-17 0:15,26,0
Veum @30,Cucaloo #2373,15-04-17 1:47,3,0
Veum @30,Cucaloo #2373,15-04-17 0:06,5,0
Veum @30,Cucaloo #2373,15-04-16 23:19,18,1
Veum @30,Cucaloo #2373,15-04-17 12:18,5,0
Veum @30,Cucaloo #2373,15-04-16 23:38,1,0
Veum @30,Diary #1355,15-04-17 13:07,1,0
Veum @30,Diary #1355,15-04-17 2:26,26,0
Veum @30,Diary #1355,15-04-17 4:11,3,0
Veum @30,Diary #1355,15-04-17 19:39,6,0
Veum @30,Diary #1355,15-04-17 15:40,12,0
Veum @30,Diary #1355,15-04-17 14:51,1,0
Veum @30,Safe cicling #921,15-04-17 20:34,1,0
Malimada @501,Mercado #3352,15-04-17 7:06,0,1
Malimada @501,Mercado #3352,15-04-17 16:04,7,4
Malimada @501,Mercado #3352,15-04-17 4:47,0,1
Malimada @501,Mercado #3352,15-04-17 4:38,1,0
Malimada @501,Mercado #3352,15-04-17 20:39,9,3
Malimada @501,Mercado #3352,15-04-17 6:53,2,3
Malimada @501,Mercado #3352,15-04-17 15:31,7,3
Malimada @501,Mercado #3352,15-04-17 17:39,2,0
Malimada @501,Trial on Demand #3351,15-04-17 12:40,10,20
Funk and Shanahan @38,Quester #757,15-04-17 18:27,1,0
Veum @30,Hosp Plan #3487,15-04-17 17:03,1,0
Veum @30,Hosp Plan #3487,15-04-17 9:36,1,0
Veum @30,Hosp Plan #3487,15-04-17 0:54,1,0
Veum @30,Hosp Plan #3487,15-04-17 9:17,1,0
Veum @30,Cucaloo #2373,15-04-17 3:32,3,0
Veum @30,Cucaloo #2373,15-04-16 20:53,20,0
Veum @30,Cucaloo #2373,15-04-17 8:55,2,0
Veum @30,Cucaloo #2373,15-04-17 5:15,0,1
Veum @30,Cucaloo #2373,15-04-17 10:56,3,1
Veum @30,Cucaloo #2373,15-03-18 5:39,7,0
Veum @30,Cucaloo #2373,15-03-18 19:28,1,0
Veum @30,Cucaloo #2373,15-03-18 9:15,16,0
Veum @30,Cucaloo #2373,15-03-18 2:26,10,0
Veum @30,Cucaloo #2373,15-03-18 9:14,1,0
Veum @30,Diary #1355,15-03-18 5:19,1,0
Veum @30,Diary #1355,15-03-18 4:25,22,0
Veum @30,Diary #1355,15-03-18 0:58,1,0
Veum @30,Diary #1355,15-03-17 21:42,6,0
Veum @30,Diary #1355,15-03-17 21:36,11,0
Veum @30,Diary #1355,15-03-18 13:01,7,0
Veum @30,Diary #1355,15-03-18 2:00,3,0
Veum @30,Safe cicling #921,15-03-18 15:02,1,0
Veum @30,Safe cicling #921,15-03-18 5:29,1,0
Veum @30,Safe cicling #921,15-03-18 2:09,1,0
Veum @30,Safe cicling #921,15-03-18 8:42,1,0
Flyover @36,2Last #2768,15-03-18 8:04,0,0
Flyover @36,2Last #2768,15-03-18 12:15,5,0
Flyover @36,Woman #808,15-03-18 2:01,14,0
Flyover @36,Cheap #713,15-03-18 17:00,3,0
Flyover @36,Vouchers #126,15-03-18 5:37,2,0
Flyover @36,Vouchers #126,15-03-18 17:56,5,0
Flyover @36,Job #123,15-03-18 0:19,15,0
Veum @30,Hosp Plan #3487,15-03-18 3:24,4,0
Veum @30,Hosp Plan #3487,15-03-18 9:29,1,0
Veum @30,Hosp Plan #3487,15-03-18 18:17,4,0
Veum @30,Hosp Plan #3487,15-03-17 22:44,1,0
OneBridge @8,Mars Explorer #11,15-03-18 9:55,74,18
OneBridge @8,Mars Explorer #11,15-03-18 3:59,2,0
OneBridge @8,Mars Explorer #11,15-03-18 1:02,1,0
OneBridge @8,Mars Explorer #11,15-03-18 7:39,1,0
OneBridge @8,Mars Explorer #11,15-03-18 2:06,12,2
OneBridge @8,Mars Explorer #11,15-03-18 17:28,12,2
OneBridge @8,Mars Explorer #11,15-03-18 10:16,14,5
OneBridge @8,Mars Explorer #11,15-03-17 21:21,2,0
OneBridge @8,Mars Explorer #11,15-03-18 3:51,9,5
OneBridge @8,Mars Explorer #11,15-03-18 15:04,2,0
OneBridge @8,Mars Explorer #11,15-03-18 12:11,35,16
OneBridge @8,Mars Explorer #11,15-03-18 15:28,1,0
OneBridge @8,Mars Explorer #11,15-03-18 19:06,3,1
OneBridge @8,Mars Explorer #11,15-03-18 15:12,27,4
OneBridge @8,Mars Explorer #11,15-03-18 0:41,12,1
OneBridge @8,Mars Explorer #11,15-03-18 11:11,14,5
OneBridge @8,Mars Explorer #11,15-03-18 9:48,3,1
OneBridge @8,Mars Explorer #11,15-03-18 0:28,37,7
Malimada @501,Mercado #3352,15-03-18 2:55,3,2
Malimada @501,Mercado #3352,15-03-18 16:45,54,24
Malimada @501,Mercado #3352,15-03-18 20:03,0,1
Malimada @501,Mercado #3352,15-03-18 15:41,5,0
Malimada @501,Mercado #3352,15-03-18 14:22,22,11
Malimada @501,Mercado #3352,15-03-18 13:59,23,11
Malimada @501,Mercado #3352,15-03-17 22:25,12,22
Malimada @501,Mercado #3352,15-03-18 13:35,3,3
Malimada @501,Trial on Demand #3351,15-03-17 22:57,118,123
Funk and Shanahan @38,Quester #757,15-03-18 11:59,7,0
Funk and Shanahan @38,Quester #757,15-03-18 18:31,3,0
RCool @9,Try Harder #12,15-03-18 4:03,1,0
RCool @9,Try Harder #12,15-03-18 10:25,9,4
RCool @9,Try Harder #12,15-03-18 8:10,1,1
RCool @9,Try Harder #12,15-03-18 14:25,3,0
RCool @9,Try Harder #12,15-03-18 17:22,8,0
RCool @9,Try Harder #12,15-03-17 23:58,9,1
RCool @9,Try Harder #12,15-03-18 15:03,4,1
RCool @9,Try Harder #12,15-03-18 11:46,1,0
RCool @9,Try Harder #12,15-03-18 1:24,12,1
Teleperformance @70,Bazinga #2630,15-03-18 8:35,36,0
Funk and Shanahan @38,Quester #757,15-03-18 1:29,3,0
RCool @9,Try Harder #12,15-03-17 23:38,4,1
RCool @9,Try Harder #12,15-03-18 17:20,127,53
RCool @9,Try Harder #12,15-03-18 1:48,8,1
RCool @9,Try Harder #12,15-03-18 20:43,4,0
RCool @9,Try Harder #12,15-03-18 4:41,12,4
RCool @9,Try Harder #12,15-03-18 15:27,72,17
RCool @9,Try Harder #12,15-03-18 3:10,64,11
RCool @9,Try Harder #12,15-03-18 9:56,66,14
RCool @9,Try Harder #12,15-03-18 6:26,16,1
RCool @9,Try Harder #12,15-03-18 1:50,78,11
OneBridge @8,Mars Explorer #11,15-03-18 20:44,1,2
OneBridge @8,Mars Explorer #11,15-03-18 2:57,43,21
OneBridge @8,Mars Explorer #11,15-03-18 4:38,2,0
OneBridge @8,Mars Explorer #11,15-03-18 13:47,3,0
OneBridge @8,Mars Explorer #11,15-03-18 0:25,8,4
OneBridge @8,Mars Explorer #11,15-03-18 15:23,25,2
OneBridge @8,Mars Explorer #11,15-03-18 14:47,16,5
OneBridge @8,Mars Explorer #11,15-03-18 6:30,4,0
OneBridge @8,Mars Explorer #11,15-03-18 18:46,21,7
Funk and Shanahan @38,Quester #757,15-03-18 3:33,1,0
Funk and Shanahan @38,Quester #757,15-03-18 10:52,2,0
Veum @30,Hosp Plan #3487,15-03-18 3:27,1,0
Veum @30,Hosp Plan #3487,15-03-18 1:35,1,0
RCool @9,Try Harder #12,15-03-18 15:43,21,10
RCool @9,Try Harder #12,15-03-18 19:00,54,21
RCool @9,Try Harder #12,15-03-17 23:44,48,16
RCool @9,Try Harder #12,15-03-18 14:56,4,0
RCool @9,Try Harder #12,15-03-18 1:54,1,2
RCool @9,Try Harder #12,15-03-18 14:16,3,0
RCool @9,Try Harder #12,15-03-18 20:14,23,3
RCool @9,Try Harder #12,15-03-18 20:51,20,4
RCool @9,Try Harder #12,15-03-18 12:42,17,4
RCool @9,Try Harder #12,15-03-17 22:35,19,5
RCool @9,Try Harder #12,15-03-18 17:07,25,7
RCool @9,Try Harder #12,15-03-18 13:50,13,7
RCool @9,Try Harder #12,15-03-18 3:50,5,1
RCool @9,Try Harder #12,15-03-17 23:42,2,0
RCool @9,Try Harder #12,15-03-18 17:00,47,5
RCool @9,Try Harder #12 ,15-03-18 0:01,32,3
Funk and Shanahan @38,Quester #757,15-03-18 18:07,5,0
Funk and Shanahan @38,Quester #757,15-03-18 3:59,2,0
Veum @30,Hosp Plan #3487,15-03-18 18:57,1,0
Veum @30,Hosp Plan #3487,15-03-18 7:11,2,0
Veum @30,Hosp Plan #3487,15-03-18 8:27,2,1
Veum @30,Cares #2547,15-03-18 11:16,1,0
Malimada @501,Mercado #3352,15-03-18 15:14,17,6
Malimada @501,Mercado #3352,15-03-18 6:27,2,3
Malimada @501,Mercado #3352,15-03-18 12:57,156,70
Malimada @501,Mercado #3352,15-03-18 6:25,11,2
Malimada @501,Mercado #3352,15-03-18 2:49,3,1
Malimada @501,Mercado #3352,15-03-18 6:29,13,5
Malimada @501,Mercado #3352,15-03-18 14:22,70,38
Malimada @501,Mercado #3352,15-03-18 17:04,74,20
Malimada @501,Mercado #3352,15-03-18 12:27,67,32
Malimada @501,Mercado #3352,15-03-18 6:28,19,3
Funk and Shanahan @38,Quester #757,15-03-18 2:37,7,0
Funk and Shanahan @38,Quester #757,15-03-17 23:25,3,0
Veum @30,Hosp Plan #3487,15-03-18 16:56,2,0
Veum @30,Hosp Plan #3487,15-03-18 3:43,4,0
Veum @30,Hosp Plan #3487,15-03-18 20:12,1,0
